"","from_id","to_id","travel_time_p50"
"7551","E02000585","Belushi's Shepherd's Bush",14
"7552","E02000585","The Bush Theatre",20
"7553","E02000585","Bush Hall",25
"7554","E02000585","Notting Hill Arts Club",31
"7555","E02000584","Goethe Institute",28
"7556","E02000584","Royal Albert Hall",23
"7557","E02000584","Hyde",13
"7558","E02000584","Notting Hill Arts Club",14
"7559","E02000584","Swan",27
"7560","E02000584","Prince Edward",16
"7561","E02000584","The Globe",22
"7562","E02000584","Mau Mau Bar",26
"7563","E02000584","Muse Gallery",27
"7564","E02000584","Ma Dame",30
"7565","E02000502","Soldiers Return",30
"7566","E02000583","O2 Shepherd's Bush Empire",22
"7567","E02000583","Belushi's Shepherd's Bush",20
"7568","E02000583","The Bush Theatre",23
"7569","E02000583","Bush Hall",28
"7570","E02000583","Notting Hill Arts Club",22
"7571","E02000583","Prince Edward",20
"7572","E02000583","The Globe",15
"7573","E02000583","Mau Mau Bar",14
"7574","E02000583","Muse Gallery",14
"7575","E02000583","Ma Dame",28
"7576","E02000583","Portobello House",15
"7577","E02000582","Hyde",24
"7578","E02000582","Belushi's Shepherd's Bush",28
"7579","E02000582","Notting Hill Arts Club",12
"7580","E02000582","Swan",25
"7581","E02000582","Prince Edward",9
"7582","E02000582","The Globe",10
"7583","E02000582","Mau Mau Bar",12
"7584","E02000582","Muse Gallery",13
"7585","E02000582","Ma Dame",20
"7586","E02000582","Portobello House",18
"7587","E02000500","Soldiers Return",29
"7588","E02000581","O2 Shepherd's Bush Empire",22
"7589","E02000581","Belushi's Shepherd's Bush",20
"7590","E02000581","The Bush Theatre",23
"7591","E02000581","Bush Hall",27
"7592","E02000581","Notting Hill Arts Club",30
"7593","E02000581","Prince Edward",28
"7594","E02000581","The Globe",18
"7595","E02000581","Mau Mau Bar",13
"7596","E02000581","Muse Gallery",14
"7597","E02000581","Portobello House",15
"7598","E02000580","Notting Hill Arts Club",24
"7599","E02000580","Prince Edward",19
"7600","E02000580","The Globe",8
"7601","E02000580","Mau Mau Bar",0
"7602","E02000580","Muse Gallery",0
"7603","E02000580","Ma Dame",21
"7604","E02000580","Portobello House",7
"7605","E02000580","Paradise By Way Of Kensal Green",26
"7606","E02000508","Load Of Hay",9
"7607","E02000508","Crown & Treaty House",19
"7608","E02000589","Under the Bridge",26
"7609","E02000589","Chelsea Ram",30
"7610","E02000589","Under The Bridge",28
"7611","E02000589","Juju",25
"7612","E02000589","Finborough Theatre",16
"7613","E02000589","The Troubadour",13
"7614","E02000589","Eclipse",12
"7615","E02000589","Nell's Jazz & Blues",23
"7616","E02000589","Albert's Club",16
"7617","E02000589","Albion",25
"7618","E02000589","Montezuma London Club",16
"7619","E02000589","Ciné Lumière",14
"7620","E02000589","Goethe Institute",21
"7621","E02000589","Royal Albert Hall",21
"7622","E02000589","Hyde",14
"7623","E02000589","Notting Hill Arts Club",28
"7624","E02000509","Load Of Hay",9
"7625","E02000509","Crown & Treaty House",19
"7626","E02000588","Juju",23
"7627","E02000588","The Pheasantry",15
"7628","E02000588","Eclipse",24
"7629","E02000588","Albert's Club",19
"7630","E02000588","Montezuma London Club",15
"7631","E02000588","Cadogan Hall",10
"7632","E02000588","Ciné Lumière",16
"7633","E02000588","Apollo Victoria Theatre",26
"7634","E02000588","Victoria Palace Theatre",24
"7635","E02000588","The Other Palace",25
"7636","E02000588","Goethe Institute",15
"7637","E02000588","Royal Albert Hall",22
"7638","E02000588","Marble Arch Theatre",30
"7639","E02000456","Castle",21
"7640","E02000454","Queens Head",23
"7641","E02000455","Castle",24
"7642","E02000452","Castle",29
"7643","E02000451","Queens Head",24
"7644","E02000459","Castle",22
"7645","E02000764","St John's Music Hall",26
"7646","E02000764","Leytonstone Ex-Servicemens Club",28
"7647","E02000764","The Red Lion",27
"7648","E02000764","North Star",23
"7649","E02000764","Nightingale",10
"7650","E02000764","The Duke",9
"7651","E02000764","Railway Bell",18
"7652","E02000764","George",23
"7653","E02000768","St John's Music Hall",25
"7654","E02000768","Leytonstone Ex-Servicemens Club",26
"7655","E02000768","The Red Lion",25
"7656","E02000768","North Star",20
"7657","E02000768","Nightingale",13
"7658","E02000768","The Duke",14
"7659","E02000687","Goldsmiths Arms",23
"7660","E02000687","St. Bartholomews Church",8
"7661","E02000687","Maestro Arts & Entertainment Centre",18
"7662","E02000687","The Windmill",25
"7663","E02000606","The Duke",17
"7664","E02000606","Lamb Inn",17
"7665","E02000606","Black Lion",17
"7666","E02000606","The Brave New World",16
"7667","E02000606","The Fighting Cocks",21
"7668","E02000606","Swan",22
"7669","E02000606","Grey Horse",23
"7670","E02000606","British Oak",25
"7671","E02000606","Queens Head",30
"7672","E02000607","The Duke",18
"7673","E02000607","Lamb Inn",21
"7674","E02000607","Black Lion",20
"7675","E02000607","The Brave New World",12
"7676","E02000607","The Fighting Cocks",23
"7677","E02000685","The White Hart",30
"7678","E02000685","Numidie Bar And Bistro",26
"7679","E02000685","Grape & Grain",24
"7680","E02000685","St. Bartholomews Church",7
"7681","E02000685","Maestro Arts & Entertainment Centre",7
"7682","E02000685","The Windmill",26
"7683","E02000604","Woodies",22
"7684","E02000604","Cavern",28
"7685","E02000605","Woodies",17
"7686","E02000683","Baring Hall",14
"7687","E02000602","The Brave New World",30
"7688","E02000602","The Fighting Cocks",11
"7689","E02000602","Swan",27
"7690","E02000602","Grey Horse",20
"7691","E02000602","British Oak",24
"7692","E02000602","Queens Head",28
"7693","E02000682","Riva Lounge",29
"7694","E02000682","Nuvo Lounge",29
"7695","E02000682","The Broadway Theatre",28
"7696","E02000603","The Fighting Cocks",21
"7697","E02000603","Grey Horse",30
"7698","E02000681","The Windmill",28
"7699","E02000681","Riva Lounge",25
"7700","E02000681","Nuvo Lounge",25
"7701","E02000681","The Broadway Theatre",23
"7702","E02000600","The Fighting Cocks",19
"7703","E02000600","Grey Horse",19
"7704","E02000600","British Oak",20
"7705","E02000600","Queens Head",19
"7706","E02000680","St. Bartholomews Church",13
"7707","E02000680","Maestro Arts & Entertainment Centre",7
"7708","E02000680","The Windmill",18
"7709","E02000601","The Fighting Cocks",14
"7710","E02000601","Swan",18
"7711","E02000601","Grey Horse",8
"7712","E02000601","British Oak",6
"7713","E02000601","Queens Head",5
"7714","E02000608","The Duke",8
"7715","E02000608","Lamb Inn",6
"7716","E02000608","Black Lion",5
"7717","E02000608","The Brave New World",16
"7718","E02000609","Woodies",9
"7719","E02000176","The Camden Assembly Pub",23
"7720","E02000176","Cecil Sharp House",28
"7721","E02000176","Queens",19
"7722","E02000176","Lockside Lounge",29
"7723","E02000176","Dingwalls",28
"7724","E02000176","Hawley",28
"7725","E02000176","The Monarch",24
"7726","E02000176","Roundhouse",22
"7727","E02000176","Spiritual Caipirinha Bar",24
"7728","E02000176","Joe's Bar",21
"7729","E02000176","The Fiddler's Elbow",22
"7730","E02000176","Grafton",29
"7731","E02000176","Flask",18
"7732","E02000176","Duke Of Hamilton",22
"7733","E02000177","The Camden Assembly Pub",9
"7734","E02000177","The Unicorn",27
"7735","E02000177","David Roberts Art Foundation",26
"7736","E02000177","The Blues Kitchen",23
"7737","E02000177","Green Note",22
"7738","E02000177","Camden Head",22
"7739","E02000177","The Dublin Castle",20
"7740","E02000177","Cecil Sharp House",19
"7741","E02000177","Jazz Café",19
"7742","E02000177","The Black Heart",20
"7743","E02000177","The Underworld",22
"7744","E02000177","Made In Brasil",17
"7745","E02000177","Boho Camden",17
"7746","E02000177","Electric Ballroom",18
"7747","E02000177","Prince Albert",24
"7748","E02000177","Queens",13
"7749","E02000177","Constitution",25
"7750","E02000177","Lockside Lounge",14
"7751","E02000177","Dingwalls",14
"7752","E02000177","Hawley",14
"7753","E02000177","The Monarch",10
"7754","E02000177","Roundhouse",9
"7755","E02000177","Spiritual Caipirinha Bar",10
"7756","E02000177","Joe's Bar",7
"7757","E02000177","The Abbey Tavern",20
"7758","E02000177","The Fiddler's Elbow",4
"7759","E02000177","Grafton",11
"7760","E02000177","Bull & Gate",18
"7761","E02000177","O2 Forum Kentish Town",18
"7762","E02000177","Flask",29
"7763","E02000177","The Boston Arms",28
"7764","E02000177","The Dome",28
"7765","E02000174","The Camden Assembly Pub",19
"7766","E02000174","The Unicorn",9
"7767","E02000174","David Roberts Art Foundation",30
"7768","E02000174","The Star Of Kings",29
"7769","E02000174","The Blues Kitchen",26
"7770","E02000174","Green Note",26
"7771","E02000174","Camden Head",23
"7772","E02000174","The Dublin Castle",24
"7773","E02000174","Cecil Sharp House",27
"7774","E02000174","Jazz Café",22
"7775","E02000174","The Black Heart",22
"7776","E02000174","The Underworld",21
"7777","E02000174","Made In Brasil",20
"7778","E02000174","Boho Camden",20
"7779","E02000174","Electric Ballroom",20
"7780","E02000174","Prince Albert",19
"7781","E02000174","Constitution",19
"7782","E02000174","Lockside Lounge",21
"7783","E02000174","Dingwalls",20
"7784","E02000174","Hawley",19
"7785","E02000174","The Monarch",19
"7786","E02000174","Roundhouse",22
"7787","E02000174","Spiritual Caipirinha Bar",19
"7788","E02000174","Joe's Bar",21
"7789","E02000174","The Abbey Tavern",15
"7790","E02000174","The Fiddler's Elbow",18
"7791","E02000174","Grafton",12
"7792","E02000174","Bull & Gate",8
"7793","E02000174","O2 Forum Kentish Town",8
"7794","E02000174","The Boston Arms",16
"7795","E02000174","The Dome",16
"7796","E02000174","Nambucca",27
"7797","E02000175","Queens Arms",26
"7798","E02000175","Ciao Ciao",15
"7799","E02000175","Flask",21
"7800","E02000175","Duke Of Hamilton",24
"7801","E02000172","The Camden Assembly Pub",14
"7802","E02000172","The Unicorn",24
"7803","E02000172","The Blues Kitchen",28
"7804","E02000172","Green Note",27
"7805","E02000172","Camden Head",26
"7806","E02000172","The Dublin Castle",25
"7807","E02000172","Cecil Sharp House",26
"7808","E02000172","Jazz Café",23
"7809","E02000172","The Black Heart",24
"7810","E02000172","The Underworld",23
"7811","E02000172","Made In Brasil",21
"7812","E02000172","Boho Camden",21
"7813","E02000172","Electric Ballroom",22
"7814","E02000172","Prince Albert",23
"7815","E02000172","Queens",23
"7816","E02000172","Constitution",24
"7817","E02000172","Lockside Lounge",19
"7818","E02000172","Dingwalls",18
"7819","E02000172","Hawley",17
"7820","E02000172","The Monarch",15
"7821","E02000172","Roundhouse",14
"7822","E02000172","Spiritual Caipirinha Bar",15
"7823","E02000172","Joe's Bar",14
"7824","E02000172","The Abbey Tavern",19
"7825","E02000172","The Fiddler's Elbow",10
"7826","E02000172","Grafton",9
"7827","E02000172","Bull & Gate",13
"7828","E02000172","O2 Forum Kentish Town",14
"7829","E02000172","The Boston Arms",24
"7830","E02000172","The Dome",23
"7831","E02000173","Queens",26
"7832","E02000173","Roundhouse",29
"7833","E02000173","Joe's Bar",28
"7834","E02000173","The Fiddler's Elbow",28
"7835","E02000173","Flask",11
"7836","E02000173","Duke Of Hamilton",15
"7837","E02000170","Ciao Ciao",23
"7838","E02000170","Flask",27
"7839","E02000170","Duke Of Hamilton",29
"7840","E02000171","The Camden Assembly Pub",21
"7841","E02000171","Cecil Sharp House",29
"7842","E02000171","Made In Brasil",29
"7843","E02000171","Boho Camden",29
"7844","E02000171","Queens",23
"7845","E02000171","Lockside Lounge",26
"7846","E02000171","Dingwalls",26
"7847","E02000171","Hawley",26
"7848","E02000171","The Monarch",22
"7849","E02000171","Roundhouse",21
"7850","E02000171","Spiritual Caipirinha Bar",22
"7851","E02000171","Joe's Bar",20
"7852","E02000171","The Fiddler's Elbow",16
"7853","E02000171","Grafton",22
"7854","E02000171","Bull & Gate",24
"7855","E02000171","O2 Forum Kentish Town",24
"7856","E02000171","Flask",18
"7857","E02000171","The Boston Arms",25
"7858","E02000171","The Dome",24
"7859","E02000171","Duke Of Hamilton",19
"7860","E02000178","Queens Arms",24
"7861","E02000178","Ciao Ciao",5
"7862","E02000179","The Camden Assembly Pub",17
"7863","E02000179","Green Note",26
"7864","E02000179","The Dublin Castle",27
"7865","E02000179","Cecil Sharp House",22
"7866","E02000179","Jazz Café",27
"7867","E02000179","The Black Heart",28
"7868","E02000179","Made In Brasil",25
"7869","E02000179","Boho Camden",26
"7870","E02000179","Electric Ballroom",26
"7871","E02000179","Queens",13
"7872","E02000179","Lockside Lounge",23
"7873","E02000179","Dingwalls",22
"7874","E02000179","Hawley",23
"7875","E02000179","The Monarch",18
"7876","E02000179","Roundhouse",16
"7877","E02000179","Spiritual Caipirinha Bar",18
"7878","E02000179","Joe's Bar",15
"7879","E02000179","The Fiddler's Elbow",16
"7880","E02000179","Grafton",23
"7881","E02000179","Flask",27
"7882","E02000836","Peckham Levels",30
"7883","E02000836","Off The Cuff",28
"7884","E02000836","Herne Tavern",18
"7885","E02000836","Great Exhibition",7
"7886","E02000836","The Mct At Alleyn's",4
"7887","E02000836","East Dulwich Tavern",8
"7888","E02000836","Old Nuns Head",27
"7889","E02000836","Canavan's Peckham Pool Club",25
"7890","E02000836","Tasty Bakery",25
"7891","E02000836","John The Unicorn",28
"7892","E02000836","Copeland Gallery",29
"7893","E02000836","Copeland Park & Bussey Building",29
"7894","E02000837","Florence",10
"7895","E02000837","Off The Cuff",8
"7896","E02000837","The White Horse",29
"7897","E02000837","The Hootananny Brixton",21
"7898","E02000837","Great Exhibition",27
"7899","E02000837","Effra Social",21
"7900","E02000837","The Mct At Alleyn's",22
"7901","E02000837","Gremio De Brixton",27
"7902","E02000837","East Dulwich Tavern",23
"7903","E02000837","Upstairs At The Ritzy",30
"7904","E02000837","The Prince Of Wales",28
"7905","E02000837","Dogstar",27
"7906","E02000837","Chip Shop Brixton",28
"7907","E02000837","Pop Brixton",32
"7908","E02000837","Simulacra Studio",31
"7909","E02000834","Peckham Levels",22
"7910","E02000834","Herne Tavern",14
"7911","E02000834","Great Exhibition",8
"7912","E02000834","The Mct At Alleyn's",12
"7913","E02000834","Ivy House",25
"7914","E02000834","East Dulwich Tavern",4
"7915","E02000834","Old Nuns Head",18
"7916","E02000834","Canavan's Peckham Pool Club",17
"7917","E02000834","Tasty Bakery",16
"7918","E02000834","John The Unicorn",19
"7919","E02000834","Copeland Gallery",20
"7920","E02000834","Copeland Park & Bussey Building",20
"7921","E02000834","Prince Of Peckham",26
"7922","E02000835","Peckham Levels",28
"7923","E02000835","Herne Tavern",15
"7924","E02000835","Great Exhibition",23
"7925","E02000835","Rivoli Ballroom",20
"7926","E02000835","Ivy House",1
"7927","E02000835","East Dulwich Tavern",27
"7928","E02000835","Old Nuns Head",15
"7929","E02000835","Canavan's Peckham Pool Club",23
"7930","E02000835","Tasty Bakery",22
"7931","E02000835","John The Unicorn",25
"7932","E02000835","Copeland Gallery",25
"7933","E02000835","Copeland Park & Bussey Building",25
"7934","E02000835","Prince Of Peckham",30
"7935","E02000832","The White Hart",23
"7936","E02000832","Peckham Levels",13
"7937","E02000832","Herne Tavern",21
"7938","E02000832","Great Exhibition",21
"7939","E02000832","Rivoli Ballroom",30
"7940","E02000832","The Mct At Alleyn's",28
"7941","E02000832","Ivy House",16
"7942","E02000832","East Dulwich Tavern",20
"7943","E02000832","Old Nuns Head",2
"7944","E02000832","Canavan's Peckham Pool Club",8
"7945","E02000832","Tasty Bakery",9
"7946","E02000832","John The Unicorn",11
"7947","E02000832","Copeland Gallery",10
"7948","E02000832","Copeland Park & Bussey Building",10
"7949","E02000832","Prince Of Peckham",14
"7950","E02000832","Five Bells",25
"7951","E02000833","Peckham Levels",25
"7952","E02000833","Florence",26
"7953","E02000833","Off The Cuff",26
"7954","E02000833","Great Exhibition",25
"7955","E02000833","The Mct At Alleyn's",17
"7956","E02000833","East Dulwich Tavern",15
"7957","E02000833","Simulacra Studio",29
"7958","E02000833","Canavan's Peckham Pool Club",25
"7959","E02000833","Tasty Bakery",24
"7960","E02000833","John The Unicorn",23
"7961","E02000833","Copeland Gallery",26
"7962","E02000833","Copeland Park & Bussey Building",26
"7963","E02000833","Longfield Hall",27
"7964","E02000833","Jazzlive At The Crypt",19
"7965","E02000833","The Tiger",19
"7966","E02000830","Peckham Levels",18
"7967","E02000830","The Mct At Alleyn's",26
"7968","E02000830","East Dulwich Tavern",25
"7969","E02000830","Simulacra Studio",31
"7970","E02000830","Canavan's Peckham Pool Club",22
"7971","E02000830","Tasty Bakery",22
"7972","E02000830","John The Unicorn",20
"7973","E02000830","Copeland Gallery",22
"7974","E02000830","Copeland Park & Bussey Building",22
"7975","E02000830","Longfield Hall",26
"7976","E02000830","Jazzlive At The Crypt",7
"7977","E02000830","The Tiger",12
"7978","E02000830","Prince Of Peckham",23
"7979","E02000831","Peckham Levels",8
"7980","E02000831","Herne Tavern",25
"7981","E02000831","Great Exhibition",23
"7982","E02000831","The Mct At Alleyn's",22
"7983","E02000831","Ivy House",29
"7984","E02000831","East Dulwich Tavern",16
"7985","E02000831","Old Nuns Head",17
"7986","E02000831","Canavan's Peckham Pool Club",8
"7987","E02000831","Tasty Bakery",7
"7988","E02000831","John The Unicorn",5
"7989","E02000831","Copeland Gallery",9
"7990","E02000831","Copeland Park & Bussey Building",9
"7991","E02000831","Jazzlive At The Crypt",19
"7992","E02000831","The Tiger",26
"7993","E02000831","Prince Of Peckham",14
"7994","E02000097","Arista Club",7
"7995","E02000016","Denmark Arms",24
"7996","E02000016","The Victoria",13
"7997","E02000016","The Broadway Theatre",10
"7998","E02000017","The Victoria",15
"7999","E02000017","The Broadway Theatre",13
"8000","E02000014","Cherry Tree",27
"8001","E02000094","Chandos",15
"8002","E02000093","Chandos",24
"8003","E02000012","The Victoria",30
"8004","E02000012","The Broadway Theatre",28
"8005","E02000013","Cherry Tree",28
"8006","E02000092","The Alma",29
"8007","E02000010","Cherry Tree",18
"8008","E02000010","Three Travellers",25
"8009","E02000091","The Alma",11
"8010","E02000838","Herne Tavern",10
"8011","E02000838","Great Exhibition",12
"8012","E02000838","The Mct At Alleyn's",20
"8013","E02000838","Ivy House",25
"8014","E02000838","East Dulwich Tavern",22
"8015","E02000090","The Alma",12
"8016","E02000839","The White Hart",26
"8017","E02000839","Numidie Bar And Bistro",21
"8018","E02000839","Grape & Grain",22
"8019","E02000839","St. Bartholomews Church",30
"8020","E02000839","The Portico Gallery",27
"8021","E02000839","Maestro Arts & Entertainment Centre",28
"8022","E02000326","British Oak",15
"8023","E02000327","The Red Lion",21
"8024","E02000327","Bull Hotel",24
"8025","E02000327","Old Mill",24
"8026","E02000324","British Oak",22
"8027","E02000323","The Red Lion",26
"8028","E02000323","Bull Hotel",25
"8029","E02000323","Old Mill",17
"8030","E02000321","Old Mill",12
"8031","E02000328","Blackheath Halls",29
"8032","E02000328","O'neills",23
"8033","E02000328","British Oak",21
"8034","E02000328","Olivers Jazz Bar",22
"8035","E02000328","The Coach And Horses",24
"8036","E02000328","Admiral Hardy",26
"8037","E02000328","Trinity Laban Faculty Of Music",25
"8038","E02000328","Pelton Arms",20
"8039","E02000329","Bull Hotel",29
"8040","E02000329","Old Mill",10
"8041","E02000276","O'briens",26
"8042","E02000276","Brewery Tap",25
"8043","E02000276","Watermans Arms",28
"8044","E02000276","The Globe",11
"8045","E02000276","Ealing Park Tavern",7
"8046","E02000276","Plough",2
"8047","E02000276","New Inn",17
"8048","E02000276","Castle",20
"8049","E02000277","The Red Lion",27
"8050","E02000277","Sun & Woolpack",14
"8051","E02000274","Plough",27
"8052","E02000274","Lamb",17
"8053","E02000275","Plough",16
"8054","E02000275","Lamb",6
"8055","E02000272","Ealing Park Tavern",29
"8056","E02000272","Plough",20
"8057","E02000272","New Inn",25
"8058","E02000272","The Prince Of Wales",19
"8059","E02000272","Castle",26
"8060","E02000272","Drayton Court",24
"8061","E02000270","Pilot",28
"8062","E02000270","George Iv",29
"8063","E02000270","Old Pack Horse",23
"8064","E02000270","Bollo House",18
"8065","E02000270","George & Dragon",7
"8066","E02000271","Pilot",31
"8067","E02000271","George Iv",15
"8068","E02000271","Old Pack Horse",19
"8069","E02000271","Bollo House",18
"8070","E02000271","Crown & Sceptre",28
"8071","E02000271","George & Dragon",19
"8072","E02000278","The Red Lion",22
"8073","E02000278","Sun & Woolpack",11
"8074","E02000279","Sun & Woolpack",15
"8075","E02000597","Under the Bridge",10
"8076","E02000597","Le Quecumbar And Brasserie",26
"8077","E02000597","The White Horse",23
"8078","E02000597","Chelsea Ram",5
"8079","E02000597","Broadway House",17
"8080","E02000597","Under The Bridge",12
"8081","E02000597","Juju",13
"8082","E02000597","Finborough Theatre",13
"8083","E02000597","The Troubadour",16
"8084","E02000597","The Pheasantry",22
"8085","E02000597","Eclipse",19
"8086","E02000597","Albert's Club",22
"8087","E02000597","Montezuma London Club",27
"8088","E02000597","Ciné Lumière",27
"8089","E02000517","Hut",22
"8090","E02000517","Crown",21
"8091","E02000517","Angel",7
"8092","E02000596","Under the Bridge",11
"8093","E02000596","The White Horse",28
"8094","E02000596","Chelsea Ram",15
"8095","E02000596","Broadway House",18
"8096","E02000596","Under The Bridge",13
"8097","E02000596","Juju",14
"8098","E02000596","Finborough Theatre",11
"8099","E02000596","The Troubadour",14
"8100","E02000596","The Pheasantry",23
"8101","E02000596","Eclipse",11
"8102","E02000596","Albert's Club",15
"8103","E02000596","Montezuma London Club",19
"8104","E02000596","Ciné Lumière",19
"8105","E02000596","Goethe Institute",29
"8106","E02000514","Crown",13
"8107","E02000514","Angel",22
"8108","E02000595","Under the Bridge",19
"8109","E02000595","Le Quecumbar And Brasserie",25
"8110","E02000595","Chelsea Ram",16
"8111","E02000595","Broadway House",25
"8112","E02000595","Under The Bridge",21
"8113","E02000595","Juju",3
"8114","E02000595","Finborough Theatre",19
"8115","E02000595","The Troubadour",22
"8116","E02000595","The Pheasantry",12
"8117","E02000595","Eclipse",12
"8118","E02000595","Albert's Club",11
"8119","E02000595","Montezuma London Club",15
"8120","E02000595","Cadogan Hall",21
"8121","E02000595","Ciné Lumière",15
"8122","E02000595","Goethe Institute",25
"8123","E02000595","Royal Albert Hall",28
"8124","E02000595","Hyde",29
"8125","E02000515","Load Of Hay",22
"8126","E02000594","Under the Bridge",31
"8127","E02000594","Le Quecumbar And Brasserie",30
"8128","E02000594","Chelsea Ram",25
"8129","E02000594","Juju",14
"8130","E02000594","The Pheasantry",6
"8131","E02000594","Eclipse",25
"8132","E02000594","Albert's Club",19
"8133","E02000594","Montezuma London Club",17
"8134","E02000594","Cadogan Hall",14
"8135","E02000594","Ciné Lumière",19
"8136","E02000594","Apollo Victoria Theatre",31
"8137","E02000594","Victoria Palace Theatre",29
"8138","E02000594","Goethe Institute",24
"8139","E02000594","Royal Albert Hall",30
"8140","E02000512","Hut",24
"8141","E02000512","Crown",29
"8142","E02000512","Angel",17
"8143","E02000593","Under the Bridge",15
"8144","E02000593","Chelsea Ram",18
"8145","E02000593","Broadway House",21
"8146","E02000593","Under The Bridge",17
"8147","E02000593","Juju",25
"8148","E02000593","Finborough Theatre",5
"8149","E02000593","The Troubadour",1
"8150","E02000593","Eclipse",11
"8151","E02000593","Nell's Jazz & Blues",23
"8152","E02000593","Albert's Club",17
"8153","E02000593","Albion",25
"8154","E02000593","Montezuma London Club",19
"8155","E02000593","Ciné Lumière",19
"8156","E02000593","Goethe Institute",29
"8157","E02000593","Hyde",25
"8158","E02000513","Crown",30
"8159","E02000592","Under the Bridge",23
"8160","E02000592","Chelsea Ram",27
"8161","E02000592","Broadway House",30
"8162","E02000592","Under The Bridge",25
"8163","E02000592","Juju",14
"8164","E02000592","Finborough Theatre",17
"8165","E02000592","The Troubadour",16
"8166","E02000592","The Pheasantry",21
"8167","E02000592","Eclipse",5
"8168","E02000592","Albert's Club",5
"8169","E02000592","Montezuma London Club",7
"8170","E02000592","Cadogan Hall",27
"8171","E02000592","Ciné Lumière",7
"8172","E02000592","Goethe Institute",16
"8173","E02000592","Royal Albert Hall",19
"8174","E02000592","Hyde",18
"8175","E02000510","Hut",28
"8176","E02000510","Angel",27
"8177","E02000510","Load Of Hay",24
"8178","E02000591","Under the Bridge",24
"8179","E02000591","Chelsea Ram",28
"8180","E02000591","Broadway House",28
"8181","E02000591","Under The Bridge",26
"8182","E02000591","Finborough Theatre",15
"8183","E02000591","The Troubadour",12
"8184","E02000591","Distillers",29
"8185","E02000591","Eventim Apollo",28
"8186","E02000591","Eclipse",20
"8187","E02000591","Nell's Jazz & Blues",15
"8188","E02000591","Albert's Club",25
"8189","E02000591","Albion",17
"8190","E02000591","Montezuma London Club",27
"8191","E02000591","Ciné Lumière",24
"8192","E02000591","Hyde",23
"8193","E02000591","Belushi's Shepherd's Bush",30
"8194","E02000511","Crown",17
"8195","E02000511","Angel",18
"8196","E02000590","Under the Bridge",28
"8197","E02000590","Chelsea Ram",30
"8198","E02000590","Juju",15
"8199","E02000590","Finborough Theatre",27
"8200","E02000590","The Troubadour",28
"8201","E02000590","The Pheasantry",7
"8202","E02000590","Eclipse",17
"8203","E02000590","Albert's Club",11
"8204","E02000590","Montezuma London Club",8
"8205","E02000590","Cadogan Hall",13
"8206","E02000590","Ciné Lumière",9
"8207","E02000590","Goethe Institute",13
"8208","E02000590","Royal Albert Hall",19
"8209","E02000590","Hyde",29
"8210","E02000518","Hut",14
"8211","E02000519","Crown",23
"8212","E02000519","Angel",29
"8213","E02000598","Grey Horse",25
"8214","E02000598","British Oak",22
"8215","E02000598","Queens Head",18
"8216","E02000426","Lauderdale House",21
"8217","E02000426","Kenwood House",16
"8218","E02000426","The Boogaloo",13
"8219","E02000426","Bald Faced Stag",20
"8220","E02000426","Five Bells",25
"8221","E02000426","Windsor Castle",28
"8222","E02000427","Orleans Winebar",25
"8223","E02000427","Worlds End",24
"8224","E02000427","Shaftesbury",27
"8225","E02000427","Stapleton",19
"8226","E02000427","The Finsbury",15
"8227","E02000427","Three Compasses",25
"8228","E02000427","The Green Gate Public House",17
"8229","E02000424","Worlds End",27
"8230","E02000424","Shaftesbury",25
"8231","E02000424","Stapleton",17
"8232","E02000424","The Finsbury",29
"8233","E02000424","Three Compasses",11
"8234","E02000425","The Others",22
"8235","E02000425","The Waiting Room",29
"8236","E02000425","Three Crowns",29
"8237","E02000425","The Finsbury",30
"8238","E02000425","Tchances Arts & Music Centre",23
"8239","E02000422","The Finsbury",26
"8240","E02000422","The Green Gate Public House",16
"8241","E02000422","Tchances Arts & Music Centre",26
"8242","E02000423","Stapleton",29
"8243","E02000423","The Finsbury",21
"8244","E02000423","Three Compasses",28
"8245","E02000423","The Green Gate Public House",11
"8246","E02000420","The Finsbury",29
"8247","E02000420","The Green Gate Public House",19
"8248","E02000420","Tchances Arts & Music Centre",17
"8249","E02000420","Antwerp Arms",29
"8250","E02000421","Tchances Arts & Music Centre",10
"8251","E02000421","Antwerp Arms",29
"8252","E02000428","The Others",25
"8253","E02000428","The Clarence",29
"8254","E02000428","Orleans Winebar",30
"8255","E02000428","The Finsbury",15
"8256","E02000428","The Green Gate Public House",27
"8257","E02000428","Tchances Arts & Music Centre",25
"8258","E02000429","Jj Moons",30
"8259","E02000429","North Nineteen",25
"8260","E02000429","Lauderdale House",23
"8261","E02000429","Shaftesbury",19
"8262","E02000429","Stapleton",22
"8263","E02000429","The Boogaloo",16
"8264","E02000429","Three Compasses",21
"8265","E02000776","O'neills",15
"8266","E02000776","Prince Of Wales",21
"8267","E02000777","St John's Music Hall",27
"8268","E02000777","Leytonstone Ex-Servicemens Club",25
"8269","E02000777","Forest Tavern",26
"8270","E02000777","The Bell",25
"8271","E02000777","The Red Lion",26
"8272","E02000777","North Star",23
"8273","E02000774","Prince Of Wales",25
"8274","E02000773","O'neills",22
"8275","E02000773","Prince Of Wales",21
"8276","E02000770","Prince Of Wales",25
"8277","E02000779","O'neills",12
"8278","E02000779","Prince Of Wales",28
"8279","E02000697","Trafalgar",16
"8280","E02000697","Nelson Arms",16
"8281","E02000697","New Wimbledon Theatre",3
"8282","E02000697","The Pod",7
